BeatNumber, OnBeat, BeatDiff, Key
1979, 1, -0.031835, 37
1980, 1, 0.148447, 37
1980, 1, -0.079743, 37
1981, 1, 0.098572, 37
1981, 1, -0.069106, 37
1982, 1, 0.116615, 37
1982, 0, -0.150923, 37
1983, 1, 0.036342, 37
1983, 0, -0.207446, 37
1983, 1, -0.004271, 37
1984, 1, -0.019214, 37
1985, 1, -0.037022, 37
1986, 1, -0.072691, 37
1987, 1, -0.091616, 37
1988, 1, -0.05547, 37
1989, 1, -0.043046, 37
1990, 1, -0.063222, 37
1991, 1, -0.047084, 39
1992, 1, -0.03299, 39
1993, 1, -0.049617, 39
1994, 1, -0.056735, 40
1995, 1, -0.055503, 40
1996, 1, -0.041124, 40
1997, 1, -0.018806, 40
1998, 1, -0.014553, 37
1999, 1, -0.024603, 37
2000, 1, -0.030623, 39
2001, 1, -0.044732, 39
2002, 1, -0.08342, 39
2003, 1, -0.082696, 39
2004, 1, -0.096186, 39
2005, 1, -0.071106, 39
2006, 1, -0.056354, 39
2007, 1, -0.075207, 39
2008, 1, -0.032157, 39
2079, 1, -0.112045, 40
2080, 1, 0.002624, 40
2082, 1, 0.02125, 38
2082, 1, -0.00655, 40
2083, 1, -0.03162, 38
2084, 1, -0.040145, 39
2085, 1, -0.003467, 39
2086, 0, -0.207609, 39
2086, 1, 0.006199, 39
2087, 0, 0.197267, 39
2087, 1, -0.059704, 39
2088, 1, 0.113772, 39
2088, 1, -0.120994, 39
2089, 1, 0.055947, 39
2089, 1, -0.042468, 37
2090, 1, -0.025525, 37
2091, 1, 0.000943, 37
2092, 1, -0.004851, 37
2093, 1, -0.046553, 37
2108, 1, 0.060992, 69
2109, 1, 0.024926, 69
2110, 1, 0.027011, 69
2111, 1, 0.047078, 69
2112, 1, 0.048304, 69
2113, 1, 0.047734, 69
2114, 1, 0.067439, 69
2115, 1, 0.045127, 69
2116, 1, 0.062898, 69
2117, 1, 0.061678, 69
2118, 1, 0.052732, 69
2119, 1, 0.064259, 69
2119, 1, 0.014399, 40
2120, 1, 0.012264, 40
2121, 1, 0.008159, 40
2123, 1, 0.040269, 40
2124, 1, 0.025774, 38
2124, 1, 0.008858, 38
2125, 1, -0.018889, 38
2126, 1, -0.022705, 38
2128, 1, 0.023287, 39
2129, 1, 0.024022, 39
2129, 1, 0.002906, 39
2130, 1, -0.037565, 39
2131, 1, -0.051758, 39
2132, 1, -0.032305, 39
2133, 1, -0.009913, 39
2134, 1, 0.003353, 39
2135, 1, 0.023061, 39
2137, 1, 0.025658, 39
2137, 1, -0.008918, 39
2138, 1, -0.041866, 39
2139, 1, -0.041169, 39
2140, 1, -0.063633, 39
2141, 1, -0.023636, 39
2142, 1, -0.063995, 39
2143, 1, -0.024198, 39
2144, 1, -0.031702, 39
2145, 1, -0.041471, 39
2146, 1, -0.04325, 39
2147, 1, -0.072288, 39
2148, 1, -0.010196, 39
2149, 1, -0.008547, 39
2150, 1, 0.021264, 40
2151, 1, 0.001709, 40
2152, 1, 0.004626, 39
2153, 1, -0.018499, 39
2154, 1, -0.014887, 39
2155, 1, -0.035621, 39
2156, 1, -0.058239, 39
2157, 1, 0.004684, 39
2158, 1, -0.036798, 39
2159, 1, 0.005347, 39
2160, 1, 0.000512, 39
2161, 1, 0.002346, 39
2162, 1, -0.023405, 39
2163, 1, -0.020797, 39
2164, 1, -0.045188, 39
2165, 1, -0.064984, 39
2166, 1, -0.029856, 39
2167, 1, -0.075933, 39
2168, 1, -0.038028, 39
2169, 1, -0.054151, 39
2170, 1, -0.075845, 39
2171, 1, -0.040975, 39
2172, 1, -0.067654, 39
2173, 1, -0.038982, 39
2174, 1, -0.012769, 39
2175, 1, -0.022719, 39
2176, 1, -0.033174, 39
2177, 1, -0.020502, 39
2178, 1, -0.063383, 39
2179, 1, -0.077571, 39
2180, 1, -0.0392, 39
2181, 1, -0.022681, 39
2182, 1, -0.013693, 39
2183, 1, -0.004078, 39
2184, 1, 0.003868, 39
2185, 1, 0.012263, 39
2186, 1, 0.022804, 39
2187, 1, -0.050536, 39
2188, 1, -0.036416, 39
2189, 1, -0.082237, 39
2190, 1, -0.038813, 39
2191, 1, -0.030616, 39
2192, 1, 0.002268, 39
2193, 1, -0.020075, 39
2194, 1, -0.029746, 39
2195, 1, 0.003892, 39
2196, 1, -0.022255, 39
2197, 1, -0.013562, 38
2198, 1, -0.000619, 39
2200, 1, 0.046391, 40
2200, 1, -0.053085, 39
2201, 1, -0.011807, 40
2202, 1, -0.109013, 39
2203, 1, -0.071852, 39
2204, 1, -0.065274, 39
2205, 1, 0.025384, 37
2206, 1, -0.028532, 37
2207, 1, -0.028205, 38
2208, 1, -0.053483, 38
2209, 1, -0.036805, 38
2210, 1, -0.048505, 38
2211, 1, -0.013282, 38
2212, 1, -0.02103, 38
2213, 1, -0.040688, 38
2214, 1, 0.008006, 39
2215, 1, -0.048461, 39
2216, 1, -0.025731, 39
2217, 1, -0.006651, 39
2218, 1, -0.033785, 39
2219, 1, -0.033927, 39
2220, 1, -0.055169, 39
2221, 1, -0.044564, 39
2222, 1, -0.113141, 39
2223, 1, -0.09945, 39
2224, 1, -0.111061, 39
2225, 1, -0.036806, 39
2226, 1, -0.043226, 40
2227, 1, -0.018094, 40
2228, 1, -0.067102, 39
2229, 1, -0.008174, 39
2230, 1, -0.025056, 39
2231, 1, -0.043508, 39
2232, 1, -0.05984, 39
2233, 1, -0.07851, 39
2234, 1, -0.123918, 39
2235, 1, -0.13458, 39
2236, 1, -0.089437, 39
2237, 1, -0.123837, 39
2238, 1, -0.12972, 39
2239, 1, -0.102933, 39
2240, 1, -0.077674, 39
2241, 1, -0.080609, 39
2242, 1, -0.112882, 39
2243, 1, -0.116252, 39
2244, 0, -0.174747, 39
2245, 1, -0.08697, 39
2246, 1, -0.027138, 39
2247, 1, 0.023352, 39
2249, 1, 0.103073, 39
2250, 1, -0.116567, 39
2251, 1, -0.125578, 39
2252, 1, -0.055534, 39
2253, 1, -0.013003, 39
2255, 1, 0.057231, 40
2256, 1, 0.052668, 40
2256, 1, -0.004833, 39
2257, 1, -0.029252, 39
2258, 1, -0.02157, 39
2259, 1, -0.019133, 39
2260, 1, -0.01551, 39
2261, 1, -0.012798, 39
2262, 1, -0.066345, 39
2263, 1, -0.00169, 39
2264, 1, 0.004238, 39
2265, 1, -0.019465, 39
2266, 1, -0.045586, 39
2267, 1, -0.074749, 39
2268, 1, -0.040262, 39
2269, 1, -0.059034, 39
2270, 1, -0.041609, 39
2271, 1, -0.003283, 40
2272, 1, -0.010334, 40
2273, 1, -0.009974, 39
2274, 1, -0.037319, 39
2275, 1, 0.037531, 40
2276, 1, -0.014677, 40
2278, 1, 0.033406, 40
2278, 1, -0.073386, 39
2279, 1, -0.092826, 38
2280, 1, -0.079684, 38
2281, 1, -0.031759, 38
2282, 1, -0.015, 38
2283, 1, -0.098099, 38
2284, 1, -0.076821, 38
2285, 1, -0.046005, 38
2286, 1, -0.057322, 38
2287, 1, -0.114011, 38
2288, 0, -0.180656, 39
2289, 0, -0.170868, 39
2290, 0, -0.163296, 39
2291, 1, -0.091069, 39
2292, 1, -0.099779, 39
2293, 1, -0.060256, 39
2294, 1, -0.01826, 39
2295, 1, 0.001223, 39
2296, 1, -0.033799, 39
2297, 1, -0.036777, 39
2298, 1, -0.004542, 39
2299, 1, -0.030571, 39
2300, 1, -0.017873, 39
2301, 1, -0.033766, 39
2302, 1, -0.017388, 39
2303, 1, -0.028127, 39
2304, 1, -0.038458, 39
2305, 1, -0.072759, 39
2306, 1, -0.048925, 39
2307, 1, -0.018153, 39
2308, 1, -0.019726, 39
2309, 1, -0.047361, 39
2310, 1, -0.075889, 39
2311, 1, 0.022707, 39
2313, 1, 0.065323, 39
2314, 1, 0.073638, 39
2315, 1, 0.084676, 39
2316, 0, 0.154151, 39
2317, 0, 0.168126, 39
2318, 1, 0.146504, 39
2319, 0, -0.213551, 39
2320, 1, -0.108553, 39
2321, 1, -0.095387, 39
2322, 1, 0.006695, 39
2324, 1, 0.080075, 39
2325, 1, 0.086252, 39
2325, 1, -0.008033, 39
2326, 1, 0.000404, 39
2327, 1, 0.005233, 39
2329, 1, 0.045332, 39
2330, 1, 0.050076, 39
2330, 1, 0.025995, 38
2332, 1, 0.080117, 38
2333, 1, 0.057632, 38
2334, 1, 0.049142, 38
2335, 1, 0.030299, 38
2335, 1, -0.019421, 39
2336, 1, -0.021346, 39
2337, 1, -0.020409, 39
2338, 1, -0.021876, 39
2339, 1, -0.050143, 39
2340, 1, -0.027029, 39
2341, 1, 0.026325, 39
2342, 1, -0.001819, 39
2343, 1, -0.005012, 39
2344, 1, -0.086599, 39
2345, 1, -0.143909, 39
2346, 1, 0.006626, 39
2347, 1, 0.022572, 39
2348, 1, 0.010642, 39
2349, 1, -0.001114, 39
2350, 1, -0.017494, 39
2351, 1, -0.037362, 39
2352, 1, -0.061445, 39
2353, 1, -0.012032, 39
2354, 1, -0.012599, 39
2355, 1, -0.041657, 39
2356, 1, -0.048252, 39
2357, 1, -0.037301, 39
2358, 1, -0.049747, 39
2359, 1, -0.016585, 39
2360, 1, -0.033468, 39
2361, 1, -0.052817, 39
2362, 1, -0.078922, 39
2363, 1, -0.059276, 39
2364, 1, -0.043242, 39
2365, 1, -0.075456, 39
2366, 1, -0.13338, 39
2367, 1, -0.029705, 39
2368, 1, 5.6e-05, 39
2369, 1, -0.022684, 39
2371, 1, 0.115331, 39
2372, 1, 0.093362, 39
2373, 1, 0.114302, 39
2374, 1, 0.130201, 39
2375, 1, 0.129803, 39
2376, 0, 0.167616, 39
2377, 0, -0.208054, 39
2378, 0, 0.191543, 39
2379, 0, 0.161017, 39
2380, 0, -0.19278, 39
2381, 0, 0.213805, 39
2382, 1, 0.027564, 39
2382, 1, 0.016351, 39
2384, 1, 0.025817, 39
2385, 1, 0.033172, 39
2385, 1, 0.017096, 39
2387, 1, 0.026396, 39
2387, 1, 0.008948, 39
2388, 1, -0.008027, 39
2390, 0, 0.156287, 69
2391, 1, 0.079968, 69
2392, 1, 0.070491, 69
2393, 1, 0.035231, 69
2393, 1, -0.000824, 69
2394, 1, 0.006609, 69
