BeatNumber,OnBeat,BeatDiff,Key
727,0,-0.185988,87
740,1,-0.020535,69
742,0,-0.133383,69
744,0,-0.147266,69
745,0,0.130631,69
746,1,0.077081,69
747,1,0.057242,69
748,1,0.048568,69
749,1,0.069805,69
750,1,0.07314,69
751,1,0.083809,69
752,1,0.092492,69
753,1,0.070617,87
754,1,-0.036776,68
755,1,0.085674,83
756,0,0.202942,65
759,0,-0.147129,69
769,1,0.037676,83
769,0,0.114308,69
771,1,-0.003307,65
771,1,0.015801,69
775,0,-0.103402,87
775,1,-0.083683,69
780,1,0.073391,83
780,1,0.092735,69
783,0,0.162886,69
783,0,0.162886,68
785,1,0.080506,68
785,1,0.099808,69
789,0,0.122781,65
789,0,0.162169,69
790,0,-0.207459,69
790,0,-0.167709,65
791,0,-0.118509,65
791,0,-0.118509,69
792,1,-0.09333,69
792,1,-0.074109,65
796,1,-0.084809,83
796,1,-0.046477,69
797,0,-0.194998,69
800,1,0.028806,83
800,1,0.06723,69
801,0,-0.117787,69
804,1,0.073973,83
804,1,0.093029,69
805,1,0.09968,69
806,0,0.105078,69
807,1,0.072186,69
808,0,0.117717,69
809,0,0.105843,69
810,1,0.097133,69
811,0,-0.183976,83
811,1,0.068194,69
812,0,0.114039,69
813,1,0.084443,69
814,1,0.053166,69
815,1,0.079739,69
816,1,0.07006,69
817,1,0.078982,69
818,0,0.104238,69
819,1,0.093106,69
820,1,0.045478,69
821,1,0.073314,69
822,1,0.059414,83
822,1,0.059414,69
823,1,0.063251,69
823,0,0.178441,83
824,1,0.070385,69
824,0,0.147183,83
825,1,0.04079,68
825,1,0.060279,69
826,1,0.010829,69
827,1,-0.039113,83
827,1,-0.039113,69
828,0,-0.107485,68
828,1,-0.067945,69
829,0,-0.1923,69
829,1,0.079553,68
829,1,0.098706,69
830,1,-0.009177,83
830,1,-0.009177,69
831,1,-0.095935,69
831,1,0.000359,83
832,0,-0.141437,69
832,0,-0.121301,83
832,1,0.097711,83
832,0,0.117755,69
833,1,0.008286,83
833,1,0.008286,69
834,0,-0.104684,83
834,1,-0.043009,69
835,0,-0.215591,83
835,1,-0.032964,69
835,1,0.029579,68
836,1,-0.02088,69
837,0,-0.211374,69
837,1,0.034823,69
837,1,0.075741,68
838,0,-0.131893,69
838,1,-0.089822,68
838,0,0.157066,69
838,0,0.199892,68
839,1,0.094606,69
839,0,0.115239,68
840,1,-0.026037,69
840,1,-0.005007,68
841,0,-0.211486,69
841,0,-0.211486,68
841,0,0.105937,69
841,0,0.105937,68
842,1,-0.049529,69
842,1,0.014947,68
842,0,0.207317,69
843,0,-0.181083,68
843,1,0.060039,69
843,0,0.1016,68
844,1,-0.08935,69
844,1,-0.04486,68
844,0,0.196002,69
845,0,-0.214021,68
845,1,0.098631,68
845,0,0.11975,69
846,1,0.029143,69
846,1,0.029143,68
847,1,0.000699,83
848,0,0.209765,69
850,1,0.06099,83
850,0,0.132651,69
851,1,0.019905,83
851,1,0.019905,69
