BeatNumber, OnBeat, BeatDiff, Key
1313, 1, 0.018371, 39
1313, 1, -0.009661, 39
1314, 1, -0.008639, 39
1316, 1, 0.021659, 39
1317, 1, 0.02066, 39
1318, 1, 0.032127, 39
1319, 1, 0.054852, 40
1320, 1, 0.034015, 39
1321, 1, 0.067088, 40
1321, 1, 0.000804, 39
1322, 1, -0.016723, 39
1323, 1, 0.01858, 39
1324, 1, -0.016861, 40
1325, 1, -0.026186, 39
1326, 1, -0.001679, 39
1327, 0, 0.118565, 40
1328, 1, 0.070666, 40
1329, 1, 0.069392, 39
1330, 1, 0.038693, 39
1331, 1, 0.059879, 39
1332, 1, 0.039531, 39
1333, 1, 0.075931, 39
1334, 0, 0.124214, 39
1335, 1, 0.09218, 38
1336, 1, 0.082844, 38
1336, 1, -0.018001, 39
1337, 1, -0.00363, 38
1338, 1, -0.049112, 39
1339, 1, -0.056491, 38
1340, 1, -0.028801, 38
1341, 1, -0.014276, 38
1342, 1, -0.028975, 39
1343, 1, -0.017084, 38
1345, 1, 0.030891, 39
1346, 1, 0.023272, 38
1346, 1, 0.011559, 39
1347, 1, 0.011128, 38
1348, 1, 0.02235, 39
1350, 1, 0.073547, 39
1350, 1, 0.019641, 39
1351, 1, -0.012389, 38
1352, 1, -0.007527, 38
1353, 1, -0.000268, 38
1354, 1, 0.002854, 38
1355, 1, -0.003209, 39
1357, 1, 0.031292, 39
1357, 1, -0.000134, 39
1358, 1, -0.007405, 39
1359, 1, -0.011295, 39
1360, 1, 0.009047, 38
1361, 1, 0.001765, 38
1363, 1, 0.04317, 38
1364, 1, 0.037776, 39
1365, 1, 0.051969, 39
1366, 1, 0.070087, 39
1367, 1, 0.048338, 39
1368, 1, 0.072212, 39
1369, 1, 0.020813, 39
1369, 1, 0.005351, 40
1370, 1, 0.001243, 39
1372, 1, 0.039232, 39
1373, 1, 0.039857, 39
1374, 1, 0.043586, 39
1375, 1, 0.028111, 39
1376, 1, 0.040323, 39
1377, 1, 0.064067, 39
1378, 1, 0.079342, 38
1379, 1, 0.077919, 39
1380, 1, 0.060518, 39
1381, 1, 0.058316, 39
1382, 1, 0.041296, 39
1382, 1, 0.006314, 39
1383, 1, 0.004056, 39
1385, 1, 0.03676, 39
1385, 1, 0.001293, 39
1386, 1, -0.015102, 39
1387, 1, -0.035205, 39
1388, 1, -0.036558, 39
1389, 1, -0.004618, 39
1390, 1, -0.005848, 39
1391, 1, -0.007514, 39
1392, 1, -0.042381, 39
1393, 1, -0.010376, 39
1394, 1, -0.009968, 39
1395, 1, -0.012881, 39
1397, 1, 0.039169, 39
1398, 1, 0.037592, 39
1399, 1, 0.01905, 39
1399, 1, 0.015179, 39
1400, 1, -0.035334, 39
1401, 1, -0.021359, 39
1402, 1, -0.055098, 39
1403, 1, -0.055093, 39
1404, 1, -0.025719, 39
1405, 1, 0.008186, 39
1407, 1, 0.037489, 39
1407, 1, 0.002978, 39
1409, 1, 0.034455, 39
1410, 1, 0.021002, 39
1410, 1, 0.014733, 39
1411, 1, -0.020333, 39
1412, 1, 0.011548, 40
1413, 1, -0.004454, 40
1415, 1, 0.058683, 40
1415, 1, 0.019898, 40
1416, 1, 0.012466, 39
1418, 1, 0.026993, 40
1419, 1, 0.038282, 40
1420, 1, 0.058086, 40
1421, 1, 0.050842, 40
1422, 1, 0.068403, 40
1423, 1, 0.056244, 40
1423, 1, 0.013303, 39
1424, 1, 0.022353, 39
1425, 1, 0.010739, 39
1426, 1, -0.017361, 39
1427, 1, 0.003254, 39
1429, 1, 0.023923, 39
1429, 1, 0.018235, 39
1430, 1, -0.020784, 39
1432, 1, -0.007625, 37
1433, 1, 0.012464, 37
1434, 1, -0.004768, 37
1436, 1, 0.035378, 37
1437, 1, 0.033435, 37
1437, 1, -0.0032, 37
1438, 1, 0.024259, 37
1439, 1, -0.02908, 37
1440, 1, -0.039151, 37
1441, 1, -0.028418, 40
1442, 1, -0.024089, 40
1443, 1, -0.010601, 40
1444, 1, -0.067308, 40
1445, 1, 0.02043, 40
1446, 1, 0.017275, 40
1448, 1, 0.055735, 40
1449, 1, 0.045885, 40
1450, 1, 0.053701, 40
1451, 1, 0.028704, 40
1451, 1, -0.000365, 39
1452, 1, -0.027271, 39
1453, 1, 0.00028, 39
1454, 1, -0.025139, 39
1455, 1, 0.002915, 39
1457, 1, 0.035215, 39
1457, 1, 0.006378, 39
1458, 1, 0.0071, 39
1459, 1, 0.012149, 39
1460, 1, -0.010308, 39
1461, 1, -0.002727, 39
1463, 1, 0.035918, 39
1463, 1, -0.007869, 39
1464, 1, 0.009045, 39
1465, 1, -3e-05, 39
1466, 1, 0.026887, 39
1467, 1, 0.023934, 39
1468, 1, 0.023422, 39
1469, 1, -0.003964, 39
1471, 1, 0.036355, 39
1472, 1, 0.041768, 39
1472, 1, 0.016462, 39
1473, 1, 0.02822, 39
1474, 1, 0.002968, 39
1475, 1, -0.014212, 39
1476, 1, -0.000852, 39
1477, 1, -0.015777, 39
1478, 1, 0.000149, 39
1479, 1, -0.04724, 39
1480, 1, -0.005265, 39
1481, 1, -0.026344, 39
1482, 1, 0.01585, 39
1483, 1, -0.035654, 39
1484, 1, -0.053718, 39
1485, 1, -0.013048, 39
1486, 1, 0.028448, 39
1488, 1, 0.038618, 38
1488, 1, -0.010204, 37
1490, 1, 0.045276, 38
1491, 1, 0.073643, 38
1492, 0, 0.135934, 38
1493, 1, 0.074998, 38
1494, 1, 0.081412, 38
1495, 0, 0.104748, 38
1496, 1, 0.034995, 40
1496, 1, 0.033164, 40
1498, 1, 0.041803, 40
1499, 1, 0.062381, 38
1500, 1, 0.082606, 40
1500, 1, 0.028761, 38
1502, 1, 0.087576, 40
1502, 1, -0.011848, 38
1503, 1, -0.053956, 40
1504, 1, -0.074945, 38
1505, 1, -0.054024, 40
1506, 1, -0.013537, 38
1507, 1, -0.058868, 40
1508, 1, 0.023672, 38
1509, 1, 0.005465, 40
1510, 1, -0.003557, 40
1511, 1, 0.0123, 38
1512, 1, -0.011466, 40
1514, 1, 0.037018, 38
1515, 1, 0.056344, 38
1515, 1, 0.025412, 38
1516, 1, -0.004563, 38
1517, 1, -0.006091, 38
1518, 1, 0.004081, 40
1520, 0, 0.13958, 40
1550, 0, -0.15869, 40
1551, 0, 0.145928, 40
1552, 1, 0.073896, 40
1553, 1, 0.072485, 40
1553, 1, 0.021573, 39
1555, 1, 0.045645, 39
1555, 1, -0.073168, 37
1556, 1, -0.052028, 37
1557, 1, 0.026292, 39
1559, 1, 0.052833, 69
1560, 1, 0.085984, 69
1561, 1, 0.053008, 69
1562, 1, 0.063609, 69
1563, 1, 0.065049, 69
1564, 1, 0.087726, 38
1564, 1, 0.028028, 38
1565, 1, 0.019409, 38
1567, 1, 0.029454, 38
