BeatNumber, OnBeat, BeatDiff, Key
153, 1, -0.101231, 69
154, 1, -0.070306, 69
156, 0, 0.183137, 69
157, 0, -0.188592, 65
157, 1, -0.074657, 69
158, 1, 0.007148, 69
160, 1, 0.055696, 69
161, 1, 0.021351, 69
161, 1, -0.023366, 69
162, 1, -0.065427, 65
163, 1, -0.081513, 65
164, 1, -0.01829, 68
165, 1, 0.148408, 83
166, 1, 0.063664, 83
167, 1, 0.032989, 83
167, 1, -0.00242, 68
169, 1, 0.033103, 68
170, 1, 0.050063, 68
170, 1, 0.028534, 68
171, 1, -0.022692, 83
173, 1, 0.020845, 83
173, 1, -0.002128, 83
174, 1, -0.071755, 68
175, 1, -0.097316, 87
176, 1, 0.000461, 65
177, 1, -0.0344, 65
178, 1, -0.089973, 68
179, 1, -0.009233, 68
180, 1, 0.009204, 68
181, 1, -0.009034, 68
183, 1, 0.041187, 68
183, 1, 0.028439, 68
184, 1, 0.025838, 68
185, 1, 0.007886, 68
187, 1, 0.0441, 68
188, 1, 0.047371, 68
189, 1, 0.052225, 68
190, 1, 0.092954, 68
191, 1, 0.084193, 68
192, 1, 0.056958, 87
193, 1, 0.075136, 87
194, 1, 0.085813, 68
195, 1, 0.073247, 68
196, 1, 0.032724, 68
196, 1, 0.025378, 68
198, 1, -0.04324, 68
200, 1, -0.078172, 68
202, 1, 0.031453, 68
202, 1, 0.003763, 68
203, 1, -0.017758, 65
204, 1, -0.013766, 65
205, 1, 0.019569, 65
207, 1, 0.070006, 65
208, 1, 0.062811, 65
209, 1, 0.057055, 65
210, 1, 0.071335, 65
211, 1, 0.061245, 65
212, 1, 0.067176, 68
213, 1, 0.059059, 68
214, 1, 0.07391, 68
215, 1, 0.089707, 68
216, 1, 0.031239, 69
216, 1, -0.135983, 83
217, 1, -0.079863, 83
218, 1, -0.126691, 65
219, 1, -0.057303, 65
220, 1, -0.046575, 87
221, 1, -0.012618, 87
222, 1, -0.095868, 69
223, 1, 0.117039, 69
223, 1, -0.080734, 69
224, 1, 0.078219, 65
225, 1, 0.041639, 65
225, 1, -0.002398, 68
226, 1, 0.010128, 68
228, 1, 0.073805, 68
229, 1, 0.115809, 68
230, 1, 0.11267, 68
231, 1, 0.107179, 68
232, 1, 0.054641, 68
233, 1, 0.055922, 68
234, 1, 0.011193, 69
236, 1, 0.044813, 69
236, 1, -0.001589, 32
238, 1, 0.031496, 32
238, 1, 0.011038, 32
240, 1, 0.04441, 83
241, 1, 0.034046, 83
242, 1, 0.030778, 83
242, 1, -0.024316, 83
244, 1, 0.047995, 65
244, 1, -0.001235, 65
245, 1, 0.006216, 65
246, 1, 0.005711, 87
247, 1, 0.006915, 87
248, 1, 0.028635, 65
249, 1, -0.013904, 65
250, 1, -0.081435, 83
252, 1, 0.044256, 87
253, 1, 0.061397, 87
253, 1, -0.043187, 68
255, 1, 0.043541, 68
256, 1, 0.04976, 68
257, 1, 0.069042, 68
258, 1, 0.046113, 68
258, 1, 0.0055, 87
259, 1, -0.063532, 32
261, 1, 0.054104, 69
262, 1, 0.063969, 69
