BeatNumber,OnBeat,BeatDiff,Key
16,1,0.070387,87
21,0,0.158478,83
22,1,0.123195,83
23,1,0.122829,83
24,1,0.106892,83
25,1,0.125099,83
26,1,0.134789,83
27,0,0.161783,83
28,0,-0.179805,83
29,0,-0.199177,83
32,1,0.127843,83
33,0,0.156746,83
34,1,0.106461,83
35,1,0.099033,83
36,1,0.116462,83
37,1,0.100562,83
38,1,0.071269,83
39,1,0.099653,68
40,1,0.097592,68
41,1,0.07852,68
42,1,0.066004,68
43,1,0.071959,68
44,1,0.079875,68
45,1,0.069538,68
46,1,0.025267,68
47,1,0.048428,68
48,1,0.09311,68
49,1,0.112596,68
50,1,0.105528,68
51,1,0.146195,68
52,1,0.081572,68
53,1,0.04822,68
54,1,0.058716,68
55,1,0.065668,68
56,1,0.037563,68
57,1,0.027206,87
58,1,0.054986,87
59,1,0.051888,87
60,1,0.072739,87
61,1,0.058282,87
62,1,0.05067,87
63,1,0.016972,87
64,1,-0.040169,69
65,1,0.061451,69
66,1,0.089782,69
67,1,0.10595,69
68,1,0.084653,69
69,1,0.020717,87
70,1,0.041121,87
71,1,0.052529,87
72,1,0.019402,87
73,1,0.049155,87
74,1,0.080851,87
75,1,0.035282,87
76,1,-0.055471,87
77,1,-0.140461,87
78,0,-0.164785,87
79,0,-0.169838,87
79,0,0.176098,87
80,1,0.121958,87
81,1,0.12037,87
82,1,0.085415,87
83,0,-0.184479,87
84,1,-0.135993,87
85,1,-0.00427,87
86,1,0.010814,87
88,1,0.026178,68
89,1,-0.008697,87
90,1,-0.026865,87
91,1,-0.028228,87
91,1,0.004957,83
93,0,-0.18214,83
94,1,0.068082,32
94,1,0.101496,83
95,1,0.133564,83
96,1,0.048599,83
97,1,0.113876,83
97,1,0.147358,68
98,1,0.07928,68
99,1,0.061127,87
100,1,-0.00683,68
101,1,0.025265,68
102,1,0.039956,68
103,1,0.071872,68
104,1,0.036988,68
105,1,-0.097667,68
106,0,-0.199245,68
106,0,-0.165262,37
106,0,0.150739,68
107,1,0.132807,68
108,0,0.164694,68
109,1,0.09647,68
110,1,0.07835,68
111,1,0.026823,68
112,1,0.091932,68
113,1,0.107143,65
114,0,0.189198,65
115,0,0.204379,68
117,1,0.0348,68
118,0,0.183467,65
119,0,-0.152759,65
120,0,0.213794,65
122,1,0.077344,65
125,1,0.072965,83
128,1,0.118208,83
130,1,-0.069582,83
130,1,0.013744,65
132,0,0.16229,65
133,0,-0.173948,65
135,0,0.20795,83
140,1,0.05122,65
141,1,0.05011,65
142,1,-0.084661,87
142,1,0.017623,87
144,1,0.062065,87
145,1,0.027387,68
146,1,0.009313,68
147,1,0.007919,83
148,1,0.072505,68
149,1,0.02102,68
150,1,0.052607,68
151,1,0.051131,68
152,1,0.08289,68
153,1,0.048429,68
154,1,0.046909,68
155,1,0.028736,68
156,1,0.02779,68
157,1,0.025954,68
158,1,0.00766,68
159,1,0.006463,68
160,1,0.038363,68
161,1,0.02111,68
162,1,0.019281,68
163,1,0.018369,68
164,1,0.016656,68
165,1,-0.06781,87
165,1,-0.019289,87
166,1,-0.104196,68
167,1,-0.022124,68
169,0,0.192785,83
170,1,0.041152,83
171,1,0.056157,83
172,1,0.121395,65
174,1,0.018018,68
175,0,-0.183063,87
175,1,0.050049,87
176,0,-0.184938,87
176,1,0.031923,68
177,0,-0.186337,68
177,1,0.097073,68
178,1,0.045403,68
179,1,0.010688,68
180,1,0.025924,68
181,1,0.074628,68
182,1,-0.060233,83
183,1,0.054921,68
192,1,0.091998,68
193,1,0.073744,68
194,1,0.022297,68
195,1,-0.012604,83
