BeatNumber, OnBeat, BeatDiff, Key
29, 1, 0.085468, 40
30, 1, 0.069587, 40
31, 1, 0.033003, 40
32, 1, 0.028902, 39
33, 1, 0.072348, 39
34, 1, 0.073023, 39
35, 1, 0.077088, 39
36, 1, 0.075839, 40
37, 1, 0.114392, 40
38, 1, 0.072987, 39
39, 1, 0.088275, 39
40, 1, 0.0691, 39
41, 1, 0.128275, 39
42, 1, 0.095299, 39
43, 1, 0.135923, 39
44, 1, 0.096012, 39
45, 1, 0.099649, 39
46, 1, 0.117158, 39
47, 1, 0.112656, 39
48, 0, 0.163062, 39
49, 1, 0.134518, 39
50, 0, 0.16076, 39
51, 0, 0.162222, 39
53, 1, 0.10044, 39
54, 1, 0.085384, 39
55, 1, 0.063932, 39
56, 1, 0.08821, 39
57, 1, 0.075822, 39
58, 1, 0.078596, 39
59, 1, 0.071133, 38
60, 1, 0.062098, 39
61, 0, 0.189827, 38
62, 1, -0.11333, 38
63, 1, -0.100069, 38
64, 1, -0.069288, 40
66, 0, -0.201044, 37
67, 0, 0.154126, 37
68, 0, -0.211893, 37
69, 1, -0.073189, 37
70, 1, -0.127211, 37
71, 1, -0.037615, 37
72, 1, -0.044847, 38
73, 1, -0.032371, 38
74, 1, -0.023168, 38
75, 1, -0.033044, 38
76, 1, 0.015494, 38
78, 1, 0.047228, 38
79, 1, 0.045366, 38
80, 1, 0.060575, 38
81, 1, 0.044868, 38
82, 1, 0.057633, 38
83, 1, 0.073032, 38
84, 1, 0.054849, 37
85, 0, 0.170496, 39
86, 1, 0.102057, 38
87, 1, 0.133885, 39
88, 1, 0.082631, 32
89, 1, 0.047701, 32
90, 1, 0.096298, 32
90, 0, -0.171711, 69
90, 1, 0.01183, 37
92, 1, 0.026752, 39
93, 1, 0.041577, 37
94, 1, 0.023477, 37
95, 1, 0.0554, 37
95, 1, 0.003806, 39
97, 1, 0.019303, 39
97, 1, -0.065206, 32
98, 1, -0.050118, 32
99, 0, -0.168193, 39
100, 1, -0.136368, 39
101, 1, -0.121198, 39
102, 1, -0.039271, 39
103, 1, -0.023965, 38
104, 1, -0.008917, 38
105, 1, 0.005681, 39
106, 1, -0.012671, 39
107, 1, 0.002178, 39
108, 1, 0.000582, 39
109, 1, -0.017284, 39
110, 1, 0.015015, 39
112, 1, 0.030468, 39
112, 1, 0.012866, 38
113, 1, -0.038699, 39
114, 1, -0.04002, 39
115, 1, 0.008807, 39
117, 1, 0.023059, 40
118, 1, 0.121456, 37
