BeatNumber, OnBeat, BeatDiff, Key
4, 1, 0.094928, 27
4, 1, 0.094928, 162
4, 1, 0.094928, 67
4, 1, 0.094928, 67
4, 1, 0.094928, 67
4, 1, 0.094928, 27
4, 1, 0.094928, 27
4, 1, 0.094928, 27
4, 1, 0.094928, 27
4, 1, 0.094928, 27
4, 1, 0.094928, 27
4, 1, 0.094928, 27
4, 1, 0.094928, 13
4, 1, 0.094928, 13
4, 1, 0.094928, 13
4, 1, 0.094928, 164
4, 1, 0.094928, 9
4, 1, 0.094928, 164
4, 1, 0.094928, 9
4, 1, 0.094928, 164
4, 1, 0.094928, 9
4, 1, 0.094928, 164
4, 1, 0.094928, 9
4, 1, 0.094928, 13
4, 1, 0.094928, 38
4, 1, 0.094928, 13
4, 1, 0.094928, 13
4, 1, 0.094928, 13
4, 1, 0.094928, 13
4, 1, 0.094928, 13
4, 1, 0.094928, 27
4, 1, 0.094928, 192
4, 1, 0.094928, 27
4, 1, 0.094928, 27
