BeatNumber, OnBeat, BeatDiff, Key
81, 1, 0.082271, 40
82, 1, 0.080751, 40
83, 1, 0.074615, 40
84, 1, 0.023066, 39
84, 1, -0.044186, 39
85, 1, -0.084442, 39
86, 1, -0.039997, 39
87, 1, -0.012766, 40
88, 1, -0.044626, 39
89, 1, -0.057592, 39
90, 1, -0.093085, 39
91, 1, -0.137395, 39
92, 1, -0.099798, 39
93, 1, -0.08291, 39
94, 1, -0.077916, 39
95, 1, -0.046069, 39
96, 1, -0.044081, 39
97, 1, 0.022773, 39
98, 1, -0.042671, 39
99, 1, -0.00013, 39
100, 1, -0.052663, 39
101, 1, -0.045841, 39
102, 1, -0.03721, 38
103, 1, 0.012509, 69
105, 1, 0.064603, 69
106, 1, 0.028434, 69
106, 1, -0.005558, 69
107, 1, -0.032657, 69
108, 1, -0.067313, 69
109, 1, -0.065935, 69
110, 1, -0.126078, 69
111, 0, -0.16005, 69
112, 0, 0.175168, 69
113, 1, 0.095662, 69
114, 1, 0.035092, 69
114, 1, 0.008025, 69
115, 1, -0.052392, 69
116, 1, 3e-05, 69
117, 1, 0.019494, 69
118, 1, 0.019432, 69
119, 1, -0.042577, 38
120, 1, -0.006254, 38
121, 1, -0.030106, 38
122, 1, -0.041861, 38
123, 1, -0.011393, 38
124, 1, -0.029093, 38
125, 1, -0.033676, 39
126, 1, -0.0308, 38
127, 1, -0.053724, 38
128, 1, -0.082361, 38
129, 1, 0.044962, 32
129, 1, -0.104992, 38
129, 1, -0.062526, 32
130, 1, -0.091962, 32
130, 1, -0.091962, 38
131, 1, -0.126929, 38
131, 1, -0.110068, 32
132, 1, -0.144986, 38
132, 1, -0.128278, 32
133, 1, -0.14652, 32
133, 1, -0.14652, 38
134, 0, -0.164867, 32
134, 0, -0.164867, 38
135, 0, -0.166268, 32
135, 1, -0.149225, 38
136, 0, 0.200262, 32
136, 0, 0.217253, 38
137, 0, 0.182361, 32
137, 0, 0.199209, 38
138, 0, 0.16444, 32
138, 0, 0.16444, 38
139, 1, 0.129268, 38
139, 0, 0.17944, 32
140, 1, 0.111088, 32
140, 1, 0.111088, 38
141, 1, 0.076403, 32
141, 1, 0.076403, 38
141, 1, -0.008681, 39
142, 1, -0.076718, 40
143, 1, -0.028025, 40
144, 1, -0.062842, 38
145, 1, -0.147696, 39
146, 1, -0.099057, 39
147, 1, -0.117217, 39
148, 1, -0.102051, 39
149, 1, -0.10356, 39
150, 1, -0.088221, 39
151, 1, -0.089686, 39
152, 1, -0.124513, 39
153, 1, -0.142595, 39
154, 0, -0.160784, 39
155, 1, -0.112233, 40
156, 1, -0.113769, 39
157, 1, -0.081681, 40
158, 1, -0.066208, 39
159, 1, -0.067692, 40
160, 1, -0.03572, 37
161, 1, -0.037429, 39
162, 1, -0.022217, 39
163, 1, -0.023595, 39
164, 1, -0.024839, 39
165, 1, -0.04285, 39
166, 1, -0.075944, 39
167, 1, -0.07936, 39
168, 1, -0.064497, 39
169, 1, -0.065818, 39
170, 1, -0.033941, 39
171, 1, -0.035532, 39
172, 1, -0.036801, 39
173, 1, -0.020959, 39
174, 1, -0.039618, 39
175, 1, -0.024342, 39
176, 1, -0.009254, 39
177, 1, -0.02686, 39
178, 1, -0.078997, 39
179, 1, -0.080304, 38
180, 1, -0.065174, 39
181, 1, -0.066446, 37
182, 1, -0.101422, 37
183, 1, -0.052804, 39
184, 1, -0.037112, 38
185, 1, -0.072414, 40
186, 1, -0.0239, 39
187, 1, -0.041654, 39
188, 1, -0.059322, 39
189, 1, -0.109334, 37
190, 1, -0.011949, 39
191, 1, -0.046815, 37
192, 1, -0.064867, 39
193, 1, -0.082789, 37
194, 1, -0.084547, 37
195, 1, -0.019094, 39
197, 1, 0.045808, 39
197, 1, 0.011563, 37
198, 1, 0.009698, 38
199, 1, -0.075403, 39
200, 1, -0.09392, 39
201, 1, -0.09574, 39
202, 1, -0.096966, 39
203, 1, -0.098647, 39
204, 1, -0.100181, 39
205, 1, -0.101624, 40
206, 1, -0.053032, 37
207, 1, -0.104518, 39
211, 1, 0.024396, 39
211, 1, -0.027143, 37
212, 1, -0.045281, 69
213, 1, -0.063468, 69
214, 1, -0.048303, 38
215, 1, -0.066401, 38
216, 1, -0.067746, 39
217, 1, -0.069388, 39
218, 1, -0.037579, 39
219, 1, -0.055622, 39
220, 1, -0.040555, 38
221, 1, -0.008716, 37
222, 1, 0.04147, 69
222, 1, -0.060153, 39
223, 1, -0.06138, 69
224, 1, -0.146323, 37
225, 0, -0.164503, 37
227, 1, 0.034369, 69
228, 1, 0.032594, 69
228, 1, -0.035229, 69
229, 1, -0.053128, 69
230, 1, -0.087309, 69
231, 1, -0.055439, 69
232, 1, -0.023493, 69
233, 1, -0.091674, 69
234, 1, -0.109761, 69
235, 1, -0.094659, 69
236, 1, -0.09609, 69
237, 1, -0.113688, 69
238, 1, -0.132211, 39
239, 1, -0.133782, 39
240, 1, -0.102007, 37
241, 1, -0.120408, 37
242, 1, -0.088837, 37
243, 1, -0.057243, 39
244, 1, -0.058759, 37
245, 1, -0.077026, 39
246, 1, -0.06189, 37
247, 1, -0.046785, 39
248, 1, -0.014756, 69
249, 1, -0.032821, 69
250, 1, -0.017704, 69
251, 1, -0.03576, 69
252, 1, -0.053946, 69
253, 1, -0.072158, 69
254, 1, -0.056817, 69
255, 1, -0.091747, 69
256, 1, -0.093069, 69
257, 1, -0.111317, 69
258, 1, -0.112522, 69
259, 0, -0.181019, 69
260, 0, 0.185932, 39
261, 1, 0.034839, 39
261, 1, -0.017201, 37
