BeatNumber, OnBeat, BeatDiff, Key
34, 0, 0.214437, 87
36, 0, -0.160829, 68
37, 0, 0.173772, 68
38, 0, -0.206841, 68
41, 1, 0.025939, 68
42, 1, 0.11502, 68
43, 1, 0.097035, 68
44, 1, 0.138883, 68
45, 0, 0.152581, 83
46, 0, 0.176106, 83
47, 0, 0.191142, 83
48, 0, 0.206871, 83
49, 0, 0.188205, 83
50, 0, 0.203554, 83
51, 0, 0.185486, 83
52, 0, 0.217155, 83
53, 1, -0.048246, 83
54, 1, 0.002626, 83
56, 1, 0.052297, 83
57, 1, 0.049417, 83
58, 1, 0.112566, 83
59, 1, 0.063089, 65
60, 1, 0.096827, 83
61, 1, 0.109162, 83
62, 1, 0.088868, 68
63, 1, 0.105819, 68
64, 1, 0.07701, 68
65, 1, 0.095847, 68
66, 1, 0.102227, 68
67, 1, 0.11761, 68
68, 1, 0.087135, 68
69, 1, 0.091606, 68
70, 1, 0.095421, 68
71, 1, 0.098272, 68
72, 1, 0.098474, 69
73, 1, 0.099444, 69
74, 1, 0.101418, 69
75, 1, 0.075044, 69
76, 1, 0.047145, 69
77, 1, 0.051312, 69
78, 1, 0.051067, 69
79, 1, 0.0563, 68
80, 1, 0.063975, 68
81, 1, 0.073044, 68
82, 1, 0.059722, 87
83, 1, 0.098707, 87
84, 1, 0.081937, 87
85, 1, 0.028291, 65
86, 1, 0.078545, 87
86, 1, -0.014397, 65
87, 1, -0.00795, 68
88, 1, 0.003174, 68
90, 1, 0.042556, 68
91, 1, 0.085966, 68
92, 1, 0.102994, 68
93, 1, 0.072543, 68
94, 1, 0.067858, 68
95, 1, 0.068158, 68
96, 1, 0.045465, 83
97, 1, 0.087046, 83
98, 1, 0.114695, 83
99, 1, 0.148511, 83
100, 1, 0.100895, 83
101, 1, 0.139142, 83
102, 1, 0.077357, 83
103, 1, 0.058511, 65
104, 1, 0.113908, 65
105, 1, 0.080222, 65
106, 1, 0.085923, 65
107, 1, 0.085883, 65
108, 1, 0.100629, 65
109, 1, 0.104634, 65
110, 1, 0.117878, 65
111, 1, 0.090327, 65
112, 1, 0.057444, 65
113, 1, 0.088508, 65
114, 1, 0.064022, 87
115, 1, 0.068515, 87
116, 1, 0.067434, 87
117, 1, 0.053158, 87
118, 1, 0.065817, 68
119, 1, 0.060742, 68
120, 1, 0.032782, 68
121, 1, 0.068037, 68
122, 1, 0.048172, 83
123, 1, 0.061585, 83
124, 1, 0.067624, 65
125, 1, 0.038608, 65
125, 1, 0.007331, 65
127, 1, 0.046467, 65
128, 1, 0.02287, 65
129, 1, 0.065594, 87
130, 1, 0.101816, 87
131, 1, 0.055697, 68
132, 1, 0.064582, 68
133, 1, 0.083642, 68
134, 1, 0.081354, 87
135, 1, 0.078004, 87
136, 1, 0.065803, 68
