BeatNumber, OnBeat, BeatDiff, Key
69, 0, -0.16242, 83
71, 0, 0.165571, 87
72, 1, 0.056199, 68
72, 0, -0.18731, 65
72, 0, -0.18731, 83
74, 1, 0.128006, 83
76, 1, 0.046788, 83
77, 0, 0.183566, 83
79, 1, -0.045382, 69
81, 1, 0.084707, 69
81, 1, -0.00025, 69
82, 1, 0.009545, 69
83, 1, -0.017849, 69
84, 1, -0.054675, 69
85, 0, -0.175174, 69
86, 1, 0.087757, 69
87, 1, 0.092382, 69
88, 1, 0.075513, 69
89, 1, 0.065756, 69
90, 1, 0.071408, 69
91, 1, 0.043068, 69
92, 1, 0.055256, 69
93, 1, 0.073454, 69
94, 1, 0.115885, 69
95, 1, 0.10003, 69
96, 1, 0.05014, 69
97, 1, 0.059304, 69
98, 1, 0.07624, 69
99, 1, 0.031439, 69
99, 1, 0.019115, 69
101, 1, 0.056762, 69
102, 1, 0.065192, 69
102, 1, 0.017278, 69
103, 1, -0.077835, 69
104, 1, -0.14675, 83
105, 1, -0.068679, 83
107, 1, 0.0767, 83
107, 1, -0.018185, 68
109, 1, 0.039334, 68
110, 1, 0.080744, 68
111, 1, 0.034555, 68
112, 1, 0.072768, 68
113, 1, 0.091465, 68
113, 1, 0.019151, 68
115, 1, 0.069201, 68
116, 1, 0.054161, 68
117, 1, 0.059069, 68
118, 1, 0.089925, 68
119, 1, 0.081786, 68
120, 1, 0.099269, 68
121, 1, 0.081785, 87
122, 1, 0.047536, 87
122, 1, -0.074127, 68
123, 1, -0.005307, 68
125, 1, 0.058634, 68
125, 1, 0.001174, 68
127, 1, 0.046392, 68
128, 0, 0.154866, 65
129, 1, 0.129734, 65
130, 1, -0.06419, 65
131, 0, -0.152368, 65
132, 0, -0.20169, 65
133, 0, 0.175931, 68
135, 1, 0.064446, 83
136, 1, 0.1168, 68
137, 1, 0.100957, 87
138, 1, 0.070232, 83
138, 1, -0.009159, 83
139, 1, 0.043914, 83
140, 1, 0.058122, 87
141, 1, 0.100327, 87
143, 0, 0.20928, 69
144, 1, 0.134162, 69
145, 1, 0.100092, 87
146, 1, 0.106245, 87
147, 1, 0.104428, 87
148, 1, 0.135921, 87
149, 1, 0.101226, 87
150, 1, 0.116136, 87
151, 1, 0.049434, 87
152, 1, 0.064556, 87
153, 1, 0.027728, 68
154, 1, 0.093708, 87
155, 1, 0.075376, 87
156, 1, 0.076261, 32
156, 1, -0.061037, 87
157, 0, 0.155459, 32
158, 1, 0.103903, 32
159, 1, 0.085812, 32
160, 0, 0.151051, 87
161, 1, 0.09941, 87
162, 1, 0.081173, 87
162, 1, 0.013108, 87
164, 1, 0.028312, 87
165, 1, 0.026967, 87
165, 0, -0.158087, 32
166, 1, -0.009612, 83
168, 1, 0.122146, 83
169, 1, 0.087397, 83
170, 1, 0.086096, 83
171, 1, 0.051341, 68
172, 1, 0.061083, 32
172, 0, 0.167348, 87
172, 0, -0.184773, 69
173, 1, 0.081811, 69
174, 1, 0.130626, 69
175, 1, 0.11225, 69
176, 1, 0.077376, 69
177, 1, 0.075968, 69
177, 1, -0.00878, 87
178, 1, 0.023413, 87
180, 1, 0.038085, 87
180, 1, -0.03025, 68
181, 1, -0.01499, 68
182, 1, -0.066665, 68
183, 1, -0.05137, 68
184, 1, -0.102871, 68
185, 0, 0.180751, 68
186, 1, 0.063523, 68
187, 1, 0.044351, 68
188, 1, 0.042903, 68
189, 1, 0.041559, 68
190, 1, 0.073203, 68
191, 1, 0.071851, 68
191, 1, -0.029587, 83
193, 1, 0.068992, 83
194, 1, 0.050828, 83
195, 1, 0.033208, 68
196, 1, 0.064858, 68
197, 1, 0.05815, 68
197, 1, -0.025552, 87
199, 1, 0.077046, 87
200, 1, 0.025593, 87
200, 1, -0.009286, 68
202, 1, 0.056027, 68
203, 1, 0.038062, 87
203, 1, -0.013673, 87
204, 1, -0.065152, 65
205, 1, -0.066635, 65
206, 0, -0.168101, 65
207, 0, -0.203077, 83
208, 1, -0.08771, 83
209, 0, -0.155787, 83
210, 1, -0.023842, 83
212, 1, 0.107969, 83
213, 1, 0.139848, 83
213, 1, 0.00559, 83
214, 1, -0.029523, 65
215, 1, -0.031029, 65
217, 1, 0.034332, 65
218, 1, 0.049527, 65
219, 1, 0.064527, 65
219, 1, -0.070195, 87
220, 1, -0.021516, 87
221, 1, -0.140067, 87
222, 1, 0.076622, 87
223, 1, 0.141836, 87
224, 1, 0.090322, 68
225, 1, 0.072168, 68
225, 1, -0.029301, 68
226, 1, 0.08737, 32
227, 1, 0.086003, 32
228, 1, 0.084481, 32
228, 1, -0.033645, 83
230, 1, 0.064863, 83
230, 1, -0.00327, 83
231, 0, 0.197, 32
232, 0, -0.206246, 32
232, 1, 0.010807, 65
233, 0, -0.190933, 87
234, 1, 0.109157, 65
234, 1, -0.042304, 65
235, 1, 0.024523, 32
236, 1, 0.106104, 87
236, 1, -0.095459, 87
236, 1, -0.07874, 32
237, 1, -0.030287, 32
238, 1, -0.048334, 32
240, 1, 0.016876, 87
240, 1, -0.018004, 68
242, 1, 0.063895, 68
243, 1, 0.062372, 68
244, 1, 0.04423, 69
244, 1, 0.00947, 69
245, 1, -0.025259, 69
247, 1, 0.023755, 69
247, 1, -0.093701, 68
249, 1, 0.037167, 68
250, 1, 0.052385, 68
251, 1, 0.017776, 68
251, 1, -0.017286, 68
252, 1, -0.035325, 68
253, 1, -0.003295, 68
254, 1, 0.011693, 68
256, 1, 0.127073, 68
257, 1, 0.058968, 68
258, 1, 0.090965, 68
259, 1, 0.056311, 68
260, 1, 0.054698, 68
261, 1, 0.070599, 68
262, 1, 0.051863, 68
263, 1, 0.050499, 68
264, 1, 0.065554, 68
265, 1, 0.030898, 68
265, 1, -0.004039, 68
266, 1, 0.011101, 68
268, 1, 0.02651, 68
269, 1, 0.041732, 68
269, 1, 0.091822, 83
270, 0, 0.157341, 83
272, 1, 0.087582, 83
273, 1, 0.119167, 83
274, 1, 0.036559, 68
275, 1, 0.083143, 68
275, 1, 0.004967, 68
276, 1, -0.044325, 68
277, 1, -0.054111, 68
278, 1, -0.005168, 68
280, 1, 0.093949, 68
281, 1, 0.05851, 87
281, 1, 0.006903, 68
282, 1, 0.022522, 68
283, 1, -0.062767, 83
284, 1, -0.114045, 65
285, 1, -0.01573, 87
287, 1, 0.032301, 68
288, 1, 0.047114, 83
288, 1, -0.037372, 65
289, 1, -0.055697, 87
290, 1, -0.073854, 68
291, 1, -0.008652, 65
294, 1, -0.079791, 68
295, 1, 0.002126, 83
296, 1, 0.035414, 65
297, 1, 0.050698, 83
298, 1, -0.002119, 87
300, 1, 0.011498, 65
302, 0, -0.208178, 87
304, 1, 0.023891, 69
305, 1, 0.088904, 69
306, 1, 0.054189, 69
307, 1, 0.036111, 69
308, 1, 0.051344, 69
309, 1, 0.049934, 69
309, 1, 0.015241, 69
311, 1, 0.063454, 69
312, 1, 0.128705, 69
313, 1, 0.127395, 69
314, 1, 0.109022, 69
315, 1, 0.107576, 69
315, 1, -0.010588, 68
317, 1, 0.037991, 68
317, 1, -0.04682, 83
319, 1, 0.085103, 65
320, 1, 0.067088, 87
321, 1, 0.098911, 68
322, 1, 0.047474, 83
323, 1, 0.079378, 65
324, 1, -0.090192, 87
325, 0, -0.1918, 65
327, 1, 0.123334, 65
331, 0, -0.183592, 68
333, 1, -0.003483, 68
334, 1, -0.020581, 68
335, 1, -0.123188, 83
336, 1, 0.030361, 65
336, 1, 0.009812, 83
338, 0, 0.159761, 87
339, 1, 0.107384, 65
340, 1, 0.088841, 87
349, 0, -0.210224, 68
356, 0, 0.165614, 68
356, 0, 0.165614, 87
357, 1, -0.120518, 87
359, 1, 0.061755, 83
360, 1, 0.059709, 68
360, 1, -0.009305, 65
361, 1, -0.027502, 83
365, 1, 0.056068, 87
366, 0, 0.168783, 87
367, 1, -0.134637, 87
368, 1, 0.013249, 87
371, 1, 0.075626, 83
372, 1, 0.107558, 83
373, 1, 0.139449, 83
374, 0, 0.172043, 83
380, 1, 0.030972, 83
381, 0, -0.195448, 87
388, 1, 0.101103, 87
389, 0, -0.185266, 87
398, 0, -0.165071, 87
399, 1, -0.016544, 87
404, 0, 0.19408, 87
407, 1, 0.14241, 68
408, 1, 0.071706, 68
409, 1, 0.053742, 83
410, 1, 0.023433, 65
410, 1, -0.049455, 87
411, 1, -0.100856, 87
412, 0, 0.199051, 68
413, 0, 0.164526, 68
414, 1, 0.048824, 83
415, 1, 0.09469, 68
416, 1, 0.126542, 83
417, 1, 0.091992, 65
418, 1, 0.058573, 87
418, 1, 0.005604, 68
419, 1, -0.045983, 83
420, 1, 0.00274, 65
421, 1, -0.048718, 87
422, 1, -0.00027, 68
423, 1, -0.068189, 83
424, 1, -0.016092, 65
425, 1, -0.0212, 87
426, 1, -0.020509, 68
428, 1, 0.027349, 83
429, 1, 0.042605, 65
430, 1, 0.03961, 87
430, 1, 0.004708, 68
431, 1, -0.030259, 83
432, 1, 0.001587, 65
433, 1, -0.116319, 87
434, 1, -0.101127, 68
435, 1, -0.069343, 83
436, 1, -0.003953, 65
437, 1, -0.054936, 87
438, 1, -0.057218, 68
439, 1, -0.042047, 83
440, 1, 0.006744, 65
441, 1, 0.005478, 65
443, 1, 0.055659, 87
444, 1, 0.085529, 65
445, 1, 0.036352, 68
445, 1, -0.067303, 65
447, 1, -0.120226, 65
448, 0, -0.171661, 65
449, 0, 0.195492, 68
450, 1, -0.124646, 68
452, 1, 0.05727, 68
