BeatNumber,OnBeat,BeatDiff,Key
61,0,0.155592,38
62,1,0.039782,40
63,1,0.019527,40
64,1,-0.048626,40
65,1,-0.094171,40
65,1,-0.075514,39
66,1,-0.052609,39
68,1,0.102717,40
69,1,-0.021324,39
70,1,-0.063004,39
71,1,-0.082251,37
71,1,-0.06501,40
72,1,-0.011372,40
73,1,-0.030743,39
74,1,-0.07423,37
75,1,-0.084926,37
76,1,-0.100559,39
77,1,-0.021412,69
78,1,-0.019154,69
79,1,-0.032181,69
80,1,0.002472,69
81,1,0.008948,69
82,1,0.00767,69
83,1,-0.037474,69
85,1,0.0213,69
86,1,0.02405,69
87,1,-0.01232,69
88,1,-0.048708,69
89,1,-0.09286,69
90,1,-0.137419,69
91,0,-0.20765,69
91,0,0.197026,69
92,0,0.178225,69
93,1,0.106427,68
94,1,0.061561,68
95,1,0.023441,68
96,1,0.001254,68
97,1,0.062398,68
98,1,-0.001943,68
98,1,0.013816,68
99,1,-0.026605,68
100,1,-0.130305,68
101,0,-0.160148,68
102,0,0.198656,68
103,1,0.145282,68
104,1,0.047825,68
105,1,0.048334,65
106,1,0.045001,65
107,1,-0.001896,68
108,1,-0.007933,68
109,1,-0.022396,65
110,1,-0.052099,68
111,1,-0.080265,65
112,1,-0.147411,68
113,0,-0.205399,68
113,0,0.202111,68
114,1,0.135243,68
115,1,0.057139,68
116,1,0.079895,68
117,1,-0.016701,68
118,0,-0.199035,68
118,0,0.195491,68
119,1,0.145255,68
120,1,0.083823,68
121,1,0.010941,68
122,1,-0.003433,68
123,1,-0.04388,68
124,1,-0.064247,65
124,1,0.011274,87
125,1,-0.005798,87
126,1,-0.004053,87
127,1,0.000386,87
128,1,-0.019433,87
129,1,-0.013223,83
130,1,-0.017599,69
131,1,-0.01209,69
132,1,-0.001643,69
133,1,0.02611,69
134,1,0.015533,69
135,1,0.018838,69
136,1,0.005796,68
137,1,-0.016937,65
138,1,-0.066824,69
139,1,-0.024781,69
140,1,-0.020759,69
141,1,-0.025679,69
143,1,0.05971,69
144,1,-0.064646,69
145,1,-0.114872,87
145,1,-0.038529,87
146,1,-0.023553,87
147,1,-0.015443,65
149,1,0.029983,65
150,1,0.056022,65
151,1,-0.008707,87
152,1,-0.010311,87
152,1,-0.006009,87
153,1,-0.024014,68
154,1,0.00164,87
155,1,-0.116445,68
156,1,-0.06794,87
157,1,-0.081728,68
158,1,-0.136868,87
159,1,-0.131222,87
160,1,-0.124102,87
161,1,-0.106998,87
162,1,-0.077418,87
163,1,-0.07889,87
164,1,-0.06382,87
165,1,-0.048524,87
166,1,0.000164,87
168,1,0.031582,87
169,1,-0.003067,83
170,1,0.028712,83
171,1,-0.022476,68
172,1,-0.024011,87
172,1,-0.008915,87
173,1,-0.02716,87
174,1,0.004655,87
175,1,0.002941,68
176,1,-0.015143,83
178,1,0.033821,83
179,1,0.032263,68
180,1,-0.00246,83
180,1,0.013276,65
181,1,0.011614,65
182,1,0.00991,87
183,1,0.009416,83
184,1,0.006956,83
185,1,-0.011212,83
186,1,0.003974,68
187,1,-0.013821,68
189,1,0.051149,83
190,1,0.066396,83
191,1,-0.00164,68
192,1,-0.053075,68
193,1,-0.121185,87
193,1,-0.056129,87
194,1,-0.023846,87
195,1,-0.009088,87
196,1,-0.027442,87
197,1,-0.045403,87
198,1,0.00301,83
200,1,0.035302,83
201,1,0.01705,83
202,1,-0.034125,65
203,1,-0.0526,68
203,1,-0.020621,68
204,1,-0.022147,68
205,1,-0.056907,68
206,1,-0.058339,68
207,1,0.006838,68
208,1,0.022416,68
209,1,-0.045995,68
210,1,-0.047431,68
211,1,-0.015288,68
212,1,-0.033526,68
213,1,-0.018434,68
214,1,0.030613,68
215,1,0.113512,87
216,1,0.028747,68
217,1,0.043941,65
218,1,-0.007345,68
219,1,-0.0423,68
220,1,0.072955,68
221,1,0.071703,68
222,1,0.053522,68
223,1,0.035314,68
239,1,-0.022694,39
240,1,-0.024222,39
241,1,-0.108809,39
242,1,-0.060461,39
243,1,-0.02864,39
244,1,-0.029954,39
245,1,-0.014869,39
246,1,-0.016071,39
247,1,0.015585,39
249,1,0.081059,39
250,1,0.046242,39
251,1,0.011546,40
252,1,0.059826,40
253,0,-0.159574,37
254,0,0.157204,37
255,1,0.072451,37
256,1,0.070955,39
257,1,0.052843,37
258,1,0.017728,39
259,1,-0.016932,69
260,1,0.064995,69
261,1,0.030764,39
262,1,0.095381,37
263,1,0.010873,39
264,1,0.009187,69
265,1,0.024453,69
266,1,0.039516,69
267,1,0.054526,69
268,1,0.053097,69
269,1,0.03547,69
270,1,0.017198,69
271,1,0.016408,69
272,1,0.014942,69
273,1,0.046164,69
274,1,0.011368,69
275,1,0.009733,69
276,1,-0.008124,68
277,1,-0.025959,68
278,1,-0.077174,87
278,1,-0.028332,87
279,1,-0.013243,68
280,1,-0.014643,87
281,1,0.000508,65
282,1,0.015821,65
283,1,-0.018906,68
284,1,-0.020545,68
285,1,0.01132,68
286,1,-0.007384,65
287,1,-0.042475,65
288,1,-0.027463,65
289,1,-0.112196,83
290,1,-0.080225,83
291,1,0.001547,83
292,1,-0.149739,68
293,1,-0.084533,87
294,1,-0.05259,65
295,1,-0.004172,83
296,1,-0.022209,68
297,1,-0.007046,65
298,1,-0.075191,87
299,1,-0.092885,68
300,1,-0.077982,65
301,1,-0.046281,83
302,1,-0.08086,68
303,1,-0.099068,83
304,1,-0.083711,65
305,1,-0.018562,87
308,1,0.094999,65
309,1,0.127049,68
310,1,0.075575,65
311,1,-0.077296,69
